4.571379185,174.4638977
3.928457975,98.83747101
3.372354984,25.46936035
2.316109896,-0.017599991
3.568248987,36.4835701
3.236773968,13.70588017
2.633965015,0
3.43055892,10.09844971
3.89509201,66.25827789
3.677728891,72.84863281
2.484092951,15.14673042
1.607272029,0
1.673385978,0
3.094363928,0
3.715445042,113.1174011
3.375125885,80.86334991
3.675585985,90.39272308
3.908725977,62.56388855
3.22974205,34.93096161
4.579555988,217.3354034
5.209915161,361.1210938
5.502710819,454.2481079
5.87417078,608.3922119
6.021430016,638.8391113
5.991141796,619.6657715
5.971933842,615.1359863
6.257332802,720.4398804
6.131865978,695.2437134
6.170793056,692.9970093
6.432302952,770.875
6.759703159,960.3947144
6.713961124,952.8256226
6.640324116,919.2819214
6.307888031,938.133728
5.810522079,653.1087036
6.060597897,666.697876
5.457241058,478.7305908
5.916649818,605.8895874
6.267721176,832.2924805
6.22921896,778.1389771
6.55727005,854.8098145
6.457006931,812.3577881
6.165733814,782.3480835
6.074353218,745.5994263
6.023777008,713.1533203
5.602599144,638.8773804
5.17767477,511.95401
5.851425171,643.4802856
5.82631588,539.4354248
4.204435825,214.2828064
4.51417017,237.2519989
4.701307774,238.8215027
4.869485855,312.6004944
4.85119009,261.521698
4.971048832,258.6300049
5.542760849,322.530304
4.842682838,274.0098877
5.393910885,287.9093018
5.510253906,286.661499
3.811116934,94.26400757
3.704796076,76.49360657
4.772307873,185.6427002
5.148223877,224.1578979
5.960698128,346.8143921
5.606856823,304.2538147
4.142602921,137.1473999
4.550278187,177.7218933
5.450133801,144.7691956
5.260633945,152.0442963
5.467350006,151.8582001
5.453857899,73.35048676
4.76536417,40.73205185
5.484476089,96.67328644
4.576486111,19.05604935
5.377993107,85.92915344
5.501228809,98.50753021
5.549543858,101.8694
4.346449852,0
5.24281311,57.16202164
5.060752869,65.14933014
4.57656908,24.77461052
4.066248894,0
3.329412937,0
4.43249321,0
4.506884098,0
4.521144867,0
4.653278828,59.72365952
4.195146084,21.60170937
4.218433857,0.040199779
3.684564114,0
5.593266964,220.611496
5.546440125,220.6938019
4.684938908,92.53717041
4.744070053,141.4916992
4.105779171,59.87115097
3.830743074,18.4194603
3.80013895,0
4.01367712,0
